Course Code,Professor,Quarter,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Czworkowski, John",WI08,10,100.0%,100.0%,3.70,N/A
,"Czworkowski, John                  ",WI12,13,80.0%,80.0%,4.10,N/A
,"Czworkowski, John                  ",WI11,13,100.0%,100.0%,2.79,N/A
,"Czworkowski, John                  ",WI10,13,100.0%,100.0%,4.50,N/A
CHEM 185,"Weare, John H.",SP20,13,50.0%,50.0%,7.17,N/A
,"Weare, John H.",SP17,9,100.0%,100.0%,8.50,N/A
,"Gilson, Michael K.",SP18,12,100.0%,100.0%,8.21,N/A
,"Amaro, Rommie E",SP16,15,25.0%,75.0%,10.50,N/A
,"Walker, Ross Charles",SP16,17,25.0%,50.0%,10.50,N/A
,"AMARO, ROMMIE",FA12,4,100.0%,100.0%,7.00,N/A
,"Paesani, Francesco                 ",SP12,7,100.0%,100.0%,8.10,N/A
,"Paesani, Francesco                 ",SP11,7,100.0%,100.0%,9.17,N/A
CHEM 182,"Bafna, Vineet",SP18,6,100.0%,100.0%,11.83,N/A
CHEM 126B,"Kim, Judy E.",SP21,91,76.3%,94.7%,8.72,B (3.02)
,"Paesani, Francesco",WI21,264,58.6%,84.7%,8.29,B- (2.97)
,"Paesani, Francesco",WI20,182,80.3%,95.1%,7.17,C+ (2.66)
CHEM 126A,"Yuen Zhou, Joel",FA21,182,55.9%,59.1%,9.10,B- (2.85)
,"Yuen Zhou, Joel",FA20,21,88.9%,88.9%,8.28,B (3.11)
,"Yuen Zhou, Joel",FA20,289,71.1%,82.8%,8.59,B (3.11)
,"Yuen Zhou, Joel",FA19,201,65.7%,88.7%,8.60,B- (2.88)
,"Schoeneberg, Johannes",WI21,78,84.4%,89.1%,6.78,B (3.01)
CHEM 7L,"Leigh, Brian",FA21,109,74.0%,86.0%,7.32,B- (2.94)
,"Leigh, Brian",FA21,306,69.8%,82.1%,7.17,B- (2.93)
,"Leigh, Brian",FA21,307,76.5%,86.6%,6.93,B (3.09)
,"Leigh, Brian",S121,110,85.7%,100.0%,10.69,B (3.01)
,"Leigh, Brian",S121,109,84.8%,97.0%,11.21,B (3.02)
,"Leigh, Brian",WI21,240,86.7%,96.9%,7.96,B (3.29)
,"Leigh, Brian",WI21,242,91.3%,97.6%,8.12,B (3.26)
,"Leigh, Brian",FA20,349,89.1%,95.8%,8.19,B- (2.96)
,"Leigh, Brian",FA20,346,90.2%,94.0%,7.43,B (3.12)
,"Leigh, Brian",S120,35,90.9%,100.0%,8.14,B (3.14)
,"Leigh, Brian",S120,32,84.6%,92.3%,8.64,B- (2.87)
,"Leigh, Brian",SP20,295,93.6%,98.2%,7.62,B+ (3.37)
,"Leigh, Brian",SP20,321,90.8%,97.1%,6.83,B+ (3.47)
,"Leigh, Brian",WI20,295,90.1%,97.2%,6.50,B (3.16)
,"Leigh, Brian",WI20,286,96.2%,99.2%,6.22,B (3.06)
,"Leigh, Brian",FA19,347,88.3%,98.2%,6.14,B (3.01)
,"Leigh, Brian",FA19,354,87.2%,98.9%,6.74,B (3.00)
,"Leigh, Brian",S119,92,80.6%,93.5%,7.50,B (3.00)
,"Leigh, Brian",SP19,327,89.1%,98.2%,6.89,B (3.05)
,"Leigh, Brian",WI19,306,86.4%,99.2%,6.23,B (3.02)
,"Leigh, Brian",WI19,257,80.0%,96.1%,6.12,B (3.02)
,"Leigh, Brian",S115,133,90.2%,95.1%,8.60,B- (2.96)
,"Schurmeier, Kimberly",SP21,286,60.6%,76.8%,8.59,B (3.11)
,"Schurmeier, Kimberly",SP21,272,64.9%,76.2%,8.76,B (3.09)
,"Schnoebelen, Carly Lynn",SP19,277,96.7%,96.0%,4.54,A- (3.80)
,"Kim, Judy E.",FA18,335,64.9%,72.1%,7.22,B- (2.87)
,"Kim, Judy E.",FA18,285,67.6%,74.1%,6.82,B- (2.87)
,"Kim, Judy E.",S118,50,63.6%,90.9%,8.33,B- (2.97)
,"Kim, Judy E.",S118,64,68.2%,81.8%,10.23,B- (2.97)
,"Kim, Judy E.",SP18,270,80.0%,82.0%,6.60,B (3.01)
,"Kim, Judy E.",SP18,270,80.2%,79.2%,7.13,B (3.01)
,"Kim, Judy E.",FA17,299,61.8%,53.7%,8.34,B- (2.91)
,"Kim, Judy E.",FA17,301,65.9%,62.6%,7.32,B- (2.91)
,"Kim, Judy E.",S117,151,86.5%,66.7%,8.99,B (3.03)
,"Kim, Judy E.",S117,142,60.0%,60.5%,10.14,B (3.03)
,"Kim, Judy E.",SP17,241,70.1%,47.4%,6.67,B- (2.94)
,"Kim, Judy E.",SP17,283,66.7%,46.5%,6.74,B- (2.94)
,"Kim, Judy E.",FA16,336,76.5%,81.0%,6.33,B- (2.97)
,"Kim, Judy E.",FA16,347,76.6%,74.3%,7.17,B- (2.97)
,"Tauber, Michael",S118,66,100.0%,71.4%,8.35,B- (2.97)
,"Tauber, Michael",S118,65,71.4%,64.3%,10.63,B- (2.97)
,"Cohen, Seth M",WI18,279,78.8%,92.4%,6.55,B (3.04)
,"Cohen, Seth M",WI18,313,78.2%,91.4%,6.18,B (3.04)
,"Cohen, Seth M",WI17,269,95.1%,97.2%,5.06,B+ (3.49)
,"Cohen, Seth M",WI17,260,88.8%,94.7%,4.71,B+ (3.49)
,"Berniolles, Sandrine",S116,135,79.5%,87.2%,9.45,B (3.10)
,"Berniolles, Sandrine",SP16,273,79.6%,83.2%,5.82,B (3.03)
,"Berniolles, Sandrine",SP16,273,80.6%,92.2%,5.01,B (3.03)
,"Berniolles, Sandrine",WI16,205,84.6%,87.5%,5.94,B (3.05)
,"Berniolles, Sandrine",WI16,225,81.7%,87.8%,6.06,B (3.05)
,"Berniolles, Sandrine",FA15,266,83.5%,87.6%,6.50,B (3.04)
,"Berniolles, Sandrine",FA15,268,80.0%,89.0%,5.88,B (3.04)
,"Berniolles, Sandrine",S115,176,87.2%,83.0%,8.88,B (3.01)
,"Berniolles, Sandrine",SP15,270,83.5%,89.0%,6.25,B- (2.96)
,"Berniolles, Sandrine",SP15,266,83.9%,85.1%,5.66,B- (2.96)
,"Berniolles, Sandrine",WI15,267,86.3%,84.2%,5.87,B (3.02)
,"Berniolles, Sandrine",WI15,260,92.4%,82.6%,6.10,B (3.02)
,"Berniolles, Sandrine",FA14,262,77.1%,83.1%,6.94,B (3.01)
,"Berniolles, Sandrine",FA14,269,86.2%,86.2%,6.13,B (3.01)
,"Berniolles, Sandrine",S114,179,90.5%,90.5%,9.79,B- (2.96)
,"Berniolles, Sandrine",SP14,224,83.8%,73.8%,6.47,B- (2.89)
,"Berniolles, Sandrine",SP14,266,87.2%,86.2%,6.39,B- (2.89)
,"Berniolles, Sandrine",WI14,224,83.8%,81.3%,6.42,B- (2.78)
,"Berniolles, Sandrine",WI14,262,83.0%,84.1%,7.27,B- (2.78)
,"Berniolles, Sandrine",FA13,272,86.9%,85.9%,5.56,B- (2.84)
,"Berniolles, Sandrine",FA13,273,80.8%,81.7%,6.31,B- (2.84)
,"Berniolles, Sandrine",SP13,274,79.6%,82.8%,6.37,B- (2.90)
,"Berniolles, Sandrine",SP13,271,91.0%,88.0%,6.07,B- (2.90)
,"Berniolles, Sandrine",WI13,260,89.1%,88.2%,5.90,B- (2.94)
,"Berniolles, Sandrine",WI13,254,84.2%,86.8%,7.05,B- (2.94)
,"Berniolles, Sandrine",FA12,271,87.8%,90.2%,6.47,B- (2.90)
,"Berniolles, Sandrine",FA12,264,84.5%,86.4%,6.13,B- (2.90)
,"Fisher, Kaitlin Mallory",S116,152,90.7%,94.4%,7.12,B+ (3.47)
,"Fisher, Kaitlin Mallory",WI16,131,83.3%,98.6%,6.09,B+ (3.32)
,"Hamaoka, Brent Y",FA15,132,94.6%,82.1%,7.01,B+ (3.42)
,"Berniolles, Sandrine               ",S112,185,73.6%,79.2%,11.03,B- (2.90)
,"Berniolles, Sandrine               ",SP12,275,85.0%,82.0%,6.72,B- (2.76)
,"Berniolles, Sandrine               ",SP12,263,73.0%,79.3%,7.63,B- (2.76)
,"Berniolles, Sandrine               ",WI12,260,71.2%,73.1%,8.03,B- (2.72)
,"Berniolles, Sandrine               ",WI12,267,80.9%,74.8%,7.20,B- (2.72)
,"Berniolles, Sandrine               ",FA11,274,81.8%,93.3%,6.85,B- (2.93)
,"Berniolles, Sandrine               ",FA11,269,80.0%,83.9%,7.13,B- (2.93)
,"Berniolles, Sandrine               ",S111,187,86.3%,98.6%,10.55,B- (2.79)
,"Berniolles, Sandrine               ",SP11,269,80.0%,87.6%,8.10,B- (2.80)
,"Berniolles, Sandrine               ",SP11,267,76.7%,84.3%,8.88,B- (2.80)
,"Berniolles, Sandrine               ",WI11,263,79.0%,88.7%,8.25,B- (2.85)
,"Berniolles, Sandrine               ",WI11,255,67.0%,85.8%,8.61,B- (2.85)
,"Berniolles, Sandrine               ",FA10,252,71.7%,75.6%,8.62,B- (2.91)
,"Berniolles, Sandrine               ",FA10,247,73.2%,83.9%,8.39,B- (2.91)
CHEM 188,"Schnoebelen, Carly Lynn",SP20,14,100.0%,100.0%,5.07,N/A
,"Bussey, Thomas J",SP19,11,100.0%,100.0%,3.83,N/A
,"Bussey, Thomas J",SP18,10,100.0%,100.0%,4.10,N/A
,"Bussey, Thomas J",SP16,5,100.0%,100.0%,4.00,N/A
,"Bussey, Thomas J",SP15,7,100.0%,100.0%,5.30,N/A
,"Czworkowski, John",SP14,5,100.0%,100.0%,4.00,N/A
,"Czworkowski, John",SP13,13,100.0%,100.0%,5.17,N/A
,"Czworkowski, John                  ",SP11,8,100.0%,100.0%,3.70,N/A
,"Czworkowski, John                  ",SP10,11,100.0%,100.0%,4.50,N/A
,"Czworkowski, John                  ",SP09,12,91.7%,100.0%,4.33,N/A
,"Czworkowski, John             ",SP08,8,87.5%,100.0%,4.25,N/A
CHEM 108,"Ghosh, Gourisankar",FA21,47,72.7%,71.4%,6.05,B+ (3.51)
,"Ghosh, Gourisankar",FA21,46,88.2%,70.6%,7.68,B+ (3.53)
,"Ghosh, Gourisankar",FA19,48,86.4%,54.5%,5.20,B+ (3.36)
,"Ghosh, Gourisankar",FA19,48,69.0%,44.8%,5.33,B+ (3.39)
,"Ghosh, Gourisankar",FA18,48,87.5%,86.7%,4.38,B+ (3.61)
,"Ghosh, Gourisankar",FA18,47,93.5%,86.7%,4.76,B+ (3.61)
,"Ghosh, Gourisankar",FA17,46,100.0%,81.8%,5.23,B+ (3.60)
,"Ghosh, Gourisankar",FA17,48,100.0%,85.0%,3.98,B+ (3.60)
,"Ghosh, Gourisankar",FA16,73,94.7%,81.6%,5.76,B+ (3.48)
,"Ghosh, Gourisankar",FA15,57,100.0%,75.0%,5.17,B+ (3.42)
,"Ghosh, Gourisankar",FA14,78,100.0%,88.0%,5.54,B+ (3.50)
,"Jennings, Patricia A.",SP21,69,36.4%,22.7%,9.05,B+ (3.67)
,"Jennings, Patricia A.",SP21,62,41.4%,20.7%,9.83,B+ (3.62)
,"Jennings, Patricia A.",SP20,47,87.5%,75.0%,4.75,A- (3.78)
,"Jennings, Patricia A.",SP20,53,73.9%,78.3%,5.50,B+ (3.67)
,"Jennings, Patricia A.",SP19,38,76.5%,76.5%,7.44,B+ (3.68)
,"Jennings, Patricia A.",SP19,46,94.1%,58.8%,6.50,B+ (3.68)
,"Jennings, Patricia A.",SP18,31,81.8%,36.4%,6.68,B+ (3.70)
,"Jennings, Patricia A.",SP18,48,72.2%,38.9%,8.28,B+ (3.70)
,"Jennings, Patricia A.",SP17,45,100.0%,83.3%,7.95,B+ (3.34)
,"Stallings, Dontarie M",FA20,47,61.5%,69.2%,15.78,B (3.29)
,"Stallings, Dontarie M",FA20,72,66.7%,68.3%,12.67,B+ (3.44)
,"Huang, Xuemei",SP17,24,100.0%,100.0%,6.50,B (3.28)
,"Huang, Xuemei",SP16,51,100.0%,100.0%,9.43,B+ (3.48)
,"Huang, Xuemei",SP14,59,90.0%,95.0%,11.30,B+ (3.37)
,"Mrse, Anthony Adrian",SP16,51,100.0%,100.0%,9.43,B+ (3.48)
,"Mrse, Anthony Adrian",SP15,46,82.4%,94.1%,8.85,B+ (3.40)
,"Mrse, Anthony Adrian",SP14,59,85.7%,100.0%,10.64,N/A
,"Hamaoka, Brent Y",S215,16,90.9%,100.0%,10.68,N/A
,"Hamaoka, Brent Y",S114,23,100.0%,100.0%,10.50,B (3.16)
,"Hamaoka, Brent Y",FA13,25,100.0%,88.9%,7.17,B (3.13)
,"Hamaoka, Brent Y",FA13,46,95.2%,100.0%,8.79,B (3.13)
,"Hamaoka, Brent Y",S213,38,92.3%,100.0%,11.58,B (3.19)
,"Hamaoka, Brent Y",SP13,41,100.0%,100.0%,8.36,B (3.09)
,"Hamaoka, Brent Y",SP13,46,76.5%,88.2%,9.32,B (3.09)
,"Hamaoka, Brent Y",FA12,46,80.8%,92.3%,8.25,B (3.06)
,"Hamaoka, Brent Y",FA12,32,100.0%,100.0%,8.07,B (3.06)
,"Pickham, Kathleen M                ",S212,29,60.0%,73.3%,15.83,B- (2.99)
,"Pickham, Kathleen M                ",WI12,32,93.3%,86.7%,6.77,B (3.06)
,"Pickham, Kathleen M                ",WI12,33,86.7%,93.3%,8.90,B (3.06)
,"Pickham, Kathleen M                ",FA11,31,93.3%,100.0%,9.97,B (3.04)
,"Pickham, Kathleen M                ",FA11,33,93.3%,93.3%,9.30,B (3.04)
,"Pickham, Kathleen M                ",WI11,34,76.5%,100.0%,9.32,B (3.15)
,"Pickham, Kathleen M                ",WI11,32,88.9%,100.0%,11.17,B (3.15)
,"Pickham, Kathleen M                ",FA10,17,100.0%,90.0%,11.30,N/A
,"Pickham, Kathleen M                ",FA10,28,86.7%,100.0%,6.77,B+ (3.33)
,"Crowley, Thomas E.                 ",WI10,20,100.0%,100.0%,6.30,B+ (3.31)
,"Crowley, Thomas E.                 ",WI10,33,71.4%,92.9%,8.64,B+ (3.31)
,"Crowley, Thomas E.                 ",WI09,30,95.7%,78.3%,6.92,B+ (3.45)
,"Crowley, Thomas E.                 ",WI09,28,78.6%,78.6%,8.23,B+ (3.45)
,"Crowley, Thomas E.                 ",FA08,26,81.3%,87.5%,6.75,B+ (3.39)
,"Crowley, Thomas E.                 ",WI08,22,80.0%,85.0%,6.86,B+ (3.31)
,"Crowley, Thomas E.                 ",FA07,31,87.0%,91.3%,5.89,B+ (3.50)
,"Crowley, Thomas E.            ",FA09,30,94.7%,94.7%,6.40,B (3.30)
,"Crowley, Thomas E.            ",FA09,33,92.3%,100.0%,8.10,B (3.30)
,"Crowley, Thomas E.            ",FA08,14,100.0%,81.8%,6.32,N/A
,"Jennings, Patricia A.              ",FA09,30,91.7%,91.7%,6.00,B (3.30)
,"Jennings, Patricia A.              ",FA09,33,93.3%,86.7%,8.63,B (3.30)
,"Jennings, Patricia A.         ",FA08,26,84.6%,100.0%,6.88,B+ (3.39)
,"Jennings, Patricia A.         ",FA08,14,100.0%,90.9%,6.32,N/A
CHEM 109,"Hamaoka, Brent Y",FA21,45,100.0%,100.0%,11.03,B+ (3.52)
,"Hamaoka, Brent Y",FA21,47,91.2%,91.2%,10.68,A- (3.73)
,"Hamaoka, Brent Y",S221,43,93.3%,100.0%,13.97,B+ (3.53)
,"Hamaoka, Brent Y",WI21,47,100.0%,94.4%,10.94,B+ (3.68)
,"Hamaoka, Brent Y",WI21,54,94.7%,84.2%,9.76,A- (3.88)
,"Mishanina, Tatiana V",SP21,42,93.8%,100.0%,9.38,A- (3.83)
,"Mishanina, Tatiana V",SP21,45,81.0%,81.0%,10.02,A- (3.84)
,"Mishanina, Tatiana V",FA19,35,100.0%,92.9%,7.79,B+ (3.42)
,"McHugh, Colleen A",WI20,45,100.0%,90.9%,9.83,B+ (3.47)
,"McHugh, Colleen A",WI20,47,96.2%,100.0%,8.42,A- (3.71)
,"McHugh, Colleen A",WI19,22,100.0%,100.0%,9.23,B+ (3.44)
,"McHugh, Colleen A",WI19,44,94.4%,100.0%,10.82,B+ (3.44)
,"McHugh, Colleen A",WI18,29,75.0%,100.0%,11.50,B- (2.98)
,"Johnson, Christina A",WI18,41,84.6%,100.0%,12.81,B (3.21)
,"Johnson, Christina A",WI17,20,77.8%,100.0%,10.72,B+ (3.31)
,"Johnson, Christina A",WI17,37,83.3%,91.7%,10.83,B+ (3.31)
,"Johnson, Christina A",WI16,61,81.3%,87.5%,12.50,B+ (3.33)
,"Johnson, Christina A",WI15,79,96.3%,96.3%,9.54,B+ (3.39)
,"Johnson, Christina A",WI14,95,95.1%,97.6%,7.96,B+ (3.34)
,"Johnson, Christina A",WI13,44,95.2%,95.2%,9.26,B+ (3.40)
,"Johnson, Christina A",WI13,50,90.9%,100.0%,8.14,B+ (3.40)
,"Johnson, Christina A               ",SP12,39,94.1%,100.0%,7.21,B+ (3.35)
,"Johnson, Christina A               ",SP12,40,90.0%,100.0%,6.50,B+ (3.35)
,"Johnson, Christina A               ",SP11,42,83.3%,88.9%,7.28,B+ (3.38)
,"Johnson, Christina A               ",SP11,43,68.4%,100.0%,6.08,B+ (3.38)
,"Crowley, Thomas E.                 ",SP10,28,82.4%,100.0%,9.68,B+ (3.53)
,"Crowley, Thomas E.                 ",SP09,31,90.9%,68.2%,5.32,B+ (3.32)
,"Crowley, Thomas E.                 ",SP09,34,90.0%,80.0%,7.10,B+ (3.32)
,"Crowley, Thomas E.                 ",SP08,24,73.7%,36.8%,8.94,B+ (3.38)
,"Crowley, Thomas E.                 ",SP08,29,88.9%,83.3%,8.61,B+ (3.38)
,"Ghosh, Gourisankar                 ",SP10,28,90.9%,81.8%,7.05,B+ (3.38)
,"Ghosh, Gourisankar                 ",SP09,31,94.1%,82.4%,5.21,B+ (3.32)
,"Ghosh, Gourisankar",SP09,34,75.0%,30.0%,8.00,B+ (3.32)
CHEM 114D,"Ghosh, Gourisankar",SP20,18,66.7%,33.3%,5.83,N/A
,"Ghosh, Gourisankar",FA18,20,87.5%,87.5%,6.25,B+ (3.35)
,"Ghosh, Gourisankar",FA17,29,83.3%,100.0%,6.50,B+ (3.55)
,"Ghosh, Gourisankar",FA16,27,90.0%,100.0%,6.72,B+ (3.49)
,"Ghosh, Gourisankar",FA15,29,50.0%,75.0%,5.50,B+ (3.47)
,"Ghosh, Gourisankar",FA14,33,100.0%,100.0%,9.17,B+ (3.64)
,"Ghosh, Gourisankar",FA13,31,76.9%,84.6%,7.27,B (3.12)
,"Donoghue, Daniel J.                ",FA11,19,78.6%,100.0%,8.36,N/A
,"Donoghue, Daniel J.                ",FA10,14,75.0%,100.0%,4.50,N/A
CHEM 114B,"Budin, Itay",WI21,190,97.5%,99.1%,7.43,B (3.22)
,"Mishanina, Tatiana V",FA20,77,88.4%,90.7%,8.36,B+ (3.45)
,"Mishanina, Tatiana V",SP20,102,100.0%,100.0%,7.37,B+ (3.55)
,"Komives, Elizabeth A",WI20,284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",WI19,265,99.1%,99.1%,7.58,B (3.24)
,"Komives, Elizabeth A",WI18,201,92.5%,96.2%,6.70,B+ (3.32)
,"Komives, Elizabeth A",WI17,154,96.3%,100.0%,7.82,B (3.15)
,"Komives, Elizabeth A",WI16,123,92.7%,94.5%,7.59,B (3.22)
,"Komives, Elizabeth A",WI15,134,85.2%,96.3%,6.96,B (3.26)
,"Komives, Elizabeth A",WI14,230,88.9%,96.3%,7.64,B- (2.90)
,"Komives, Elizabeth A",WI13,337,76.6%,80.2%,8.09,B (3.15)
,"Wollman, Roy",SP16,38,100.0%,71.4%,5.93,B (3.20)
,"Wollman, Roy",SP15,32,77.3%,81.8%,6.50,B (3.06)
,"Wollman, Roy",SP14,52,95.5%,90.9%,7.59,B (3.22)
,"Wang, Wei                          ",WI12,305,83.2%,58.1%,7.91,B- (2.76)
,"Wang, Wei                          ",WI11,185,79.1%,57.8%,8.66,B- (2.79)
,"Wang, Wei                          ",WI10,198,70.1%,49.3%,7.23,C+ (2.69)
,"Dorrestein, Pieter                 ",WI10,198,73.1%,81.8%,7.01,C+ (2.69)
,"Wang, Wei",WI09,217,60.9%,41.4%,7.36,C+ (2.50)
,"Wang, Wei                     ",WI08,195,78.3%,50.0%,6.70,C+ (2.49)
CHEM 87,"Bussey, Thomas J",FA21,15,100.0%,100.0%,0.75,N/A
,"Bussey, Thomas J",FA20,15,100.0%,100.0%,1.39,N/A
,"Bussey, Thomas J",FA19,6,100.0%,100.0%,1.83,N/A
,"Bussey, Thomas J",FA18,17,100.0%,100.0%,0.75,N/A
,"Bussey, Thomas J",WI16,17,100.0%,100.0%,1.93,N/A
,"Brydges, Stacey",WI21,6,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",WI20,8,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",WI19,18,100.0%,100.0%,0.90,N/A
,"Brydges, Stacey",WI17,10,90.0%,100.0%,0.90,N/A
,"Brydges, Stacey",FA15,14,100.0%,100.0%,1.00,N/A
,"Brydges, Stacey",FA14,18,100.0%,100.0%,1.50,N/A
,"Leigh, Brian",SP19,15,100.0%,100.0%,0.90,N/A
,"Weizman, Haim",FA16,16,100.0%,100.0%,1.25,N/A
,"Weizman, Haim",WI15,18,100.0%,100.0%,0.50,N/A
,"Weizman, Haim",FA13,18,92.9%,100.0%,0.79,N/A
,"Weizman, Haim",FA12,20,88.9%,100.0%,0.50,N/A
,"Albizati, Kim F.",FA15,15,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",SP15,10,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",WI15,11,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",FA14,19,92.3%,92.3%,0.50,N/A
,"Albizati, Kim F.",SP14,19,88.9%,88.9%,1.00,N/A
,"Albizati, Kim F.",WI14,14,100.0%,100.0%,0.83,N/A
,"Albizati, Kim F.",FA13,17,92.9%,92.9%,0.50,N/A
,"Doolittle, Russell F.",FA15,16,83.3%,83.3%,0.83,N/A
,"Evan, Amato Tomas",WI15,3,100.0%,100.0%,1.83,N/A
,"Prather, Kimberly A",WI15,3,100.0%,100.0%,1.83,N/A
,"Ramanathan, Veerabhadran",WI15,3,100.0%,100.0%,1.83,N/A
,"Czworkowski, John",WI14,9,100.0%,88.9%,1.39,N/A
,"Czworkowski, John",FA13,12,87.5%,100.0%,1.36,N/A
,"Czworkowski, John",FA12,12,100.0%,100.0%,0.94,N/A
,"Czworkowski, John",WI09,8,100.0%,100.0%,1.17,N/A
,"Brydges, Stacey                    ",SP12,18,100.0%,100.0%,1.61,N/A
,"Brydges, Stacey                    ",FA10,19,100.0%,100.0%,0.63,N/A
,"Brydges, Stacey                    ",SP09,18,100.0%,100.0%,0.50,N/A
,"Czworkowski, John                  ",WI12,14,100.0%,100.0%,1.36,N/A
,"Czworkowski, John                  ",FA11,14,100.0%,100.0%,1.50,N/A
,"Czworkowski, John                  ",WI11,11,87.5%,87.5%,1.50,N/A
,"Czworkowski, John                  ",FA10,18,91.7%,100.0%,0.83,N/A
,"Czworkowski, John                  ",WI10,13,100.0%,100.0%,1.07,N/A
,"Czworkowski, John                  ",FA09,11,100.0%,100.0%,1.23,N/A
,"Czworkowski, John                  ",FA08,16,88.9%,94.4%,0.83,N/A
,"Weizman, Haim                      ",FA11,19,100.0%,100.0%,1.63,N/A
,"Weizman, Haim                      ",FA10,12,90.0%,90.0%,0.50,N/A
,"Weizman, Haim                      ",SP10,15,87.5%,100.0%,1.50,N/A
,"Weizman, Haim                      ",WI10,17,66.7%,77.8%,0.50,N/A
,"Weizman, Haim                      ",SP09,14,85.7%,85.7%,0.64,N/A
,"Cohen, Seth M                      ",SP11,11,100.0%,100.0%,0.50,N/A
,"Ellis, Arthur                      ",FA09,17,100.0%,100.0%,0.50,N/A
,"Fox, Marye Anne                    ",FA09,17,100.0%,100.0%,0.50,N/A
,"Cohen, Seth M                 ",SP08,19,100.0%,100.0%,2.07,N/A
,"Weizman, Haim                 ",SP08,14,100.0%,100.0%,0.65,N/A
,"Czworkowski, John             ",WI08,8,100.0%,100.0%,0.83,N/A
,"Czworkowski, John             ",FA07,11,100.0%,100.0%,0.70,N/A
CHEM 114A,"Toor, Navtej",FA21,280,77.5%,72.1%,6.56,B (3.02)
,"Toor, Navtej",FA18,286,76.5%,70.9%,6.06,B (3.12)
,"Toor, Navtej",FA17,233,72.2%,57.3%,6.26,B- (2.96)
,"Toor, Navtej",FA16,232,89.2%,71.2%,6.65,B- (2.90)
,"Toor, Navtej",FA15,190,88.9%,85.2%,6.53,B (3.09)
,"Toor, Navtej",WI15,104,94.1%,96.1%,6.15,B- (2.99)
,"Toor, Navtej",WI14,114,96.3%,100.0%,6.84,B- (2.86)
,"Toor, Navtej",WI13,132,86.4%,88.1%,6.68,B- (2.92)
,"Bussey, Thomas J",S221,86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",S220,100,100.0%,100.0%,10.14,B+ (3.44)
,"Bussey, Thomas J",S219,65,90.0%,90.0%,10.70,B- (2.87)
,"Bussey, Thomas J",S218,61,100.0%,100.0%,8.03,B- (2.87)
,"Bussey, Thomas J",S117,51,90.9%,100.0%,10.68,B- (2.91)
,"Bussey, Thomas J",S116,63,95.2%,95.2%,9.70,B- (2.97)
,"Bussey, Thomas J",WI16,91,90.9%,93.2%,8.09,B- (2.99)
,"Bussey, Thomas J",S115,39,100.0%,100.0%,8.86,B (3.04)
,"Muller, Ulrich K.",WI21,141,92.1%,90.7%,6.99,B (3.14)
,"Muller, Ulrich K.",WI20,109,90.0%,86.7%,6.80,B (3.02)
,"Muller, Ulrich K.",WI18,90,84.4%,87.5%,6.19,C+ (2.58)
,"Muller, Ulrich K.",WI17,107,92.3%,84.6%,6.18,C+ (2.49)
,"Herzik, Mark Anthony",FA20,288,88.4%,78.9%,9.22,B- (2.90)
,"Herzik, Mark Anthony",FA19,223,75.8%,78.9%,8.44,B- (3.00)
,"Opella, Stanley J",SP19,103,86.8%,71.1%,4.24,B (3.19)
,"Opella, Stanley J",WI09,89,95.9%,100.0%,4.54,B- (2.78)
,"Jennings, Patricia A.",FA14,245,76.7%,30.2%,6.23,B (3.26)
,"Jennings, Patricia A.",FA13,240,86.0%,58.0%,6.89,B- (2.88)
,"Fusco, Amanda J.",S114,73,64.3%,85.7%,6.81,C+ (2.50)
,"Fusco, Amanda J.",S113,82,95.5%,95.5%,7.32,B- (2.79)
,"Viadiu, Hector",FA12,350,92.6%,88.0%,6.49,C+ (2.61)
,"Fusco, Amanda J.                   ",S212,100,97.0%,100.0%,8.80,B- (2.98)
,"Fusco, Amanda J.                   ",S211,70,88.0%,88.0%,8.75,B (3.17)
,"Toor, Navtej                       ",WI12,140,88.2%,85.1%,7.78,C+ (2.64)
,"Toor, Navtej                       ",WI11,86,89.6%,83.3%,7.29,B- (2.98)
,"Viadiu, Hector                     ",FA11,297,94.2%,85.7%,6.86,B- (2.97)
,"Viadiu, Hector                     ",FA10,210,88.8%,90.3%,7.65,B- (2.74)
,"Viadiu, Hector                     ",FA09,190,89.5%,84.8%,5.75,B- (2.99)
,"Viadiu, Hector                     ",FA08,223,87.1%,89.9%,5.87,B (3.03)
,"Knowles, Aileen                    ",SU10,34,93.8%,100.0%,9.50,N/A
,"Knowles, Aileen                    ",SU09,44,93.8%,68.8%,9.38,N/A
,"Opella, Stanley J                  ",WI10,85,100.0%,89.7%,4.16,B- (2.85)
,"Viadiu, Hector                ",WI08,87,88.4%,76.7%,6.07,B- (2.95)
,"Ghosh, Gourisankar            ",FA07,186,77.6%,25.4%,6.00,C+ (2.66)
CHEM 130,"Sinha, Amitabha",FA21,110,62.7%,56.0%,9.21,C+ (2.70)
,"Sinha, Amitabha",FA20,129,57.5%,60.0%,9.99,C+ (2.53)
