Course Code,Professor,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
COGS 101A,"Barrera, Steven James",357,95.0%,98.6%,4.05,B+ (3.63)
COGS 101A,"Barrera, Steven James",357,95.0%,98.6%,4.05,B+ (3.63)
COGS 101A,"Barrera, Steven James",357,95.0%,98.6%,4.05,B+ (3.63)
COGS 101A,"Barrera, Steven James",357,95.0%,98.6%,4.05,B+ (3.63)
COGS 101A,"Barrera, Steven James",357,95.0%,98.6%,4.05,B+ (3.63)
COGS 101A,"Barrera, Steven James",357,95.0%,98.6%,4.05,B+ (3.63)
COGS 101A,"Barrera, Steven James",357,95.0%,98.6%,4.05,B+ (3.63)
,"Hoffman, Drew Ellen",284,95.9%,97.3%,4.73,B+ (3.47)
,"Hoffman, Drew Ellen",284,95.9%,97.3%,4.73,B+ (3.47)
,"Hoffman, Drew Ellen",284,95.9%,97.3%,4.73,B+ (3.47)
,"Hoffman, Drew Ellen",284,95.9%,97.3%,4.73,B+ (3.47)
,"Hoffman, Drew Ellen",284,95.9%,97.3%,4.73,B+ (3.47)
,"Davis, Joshua Daniel",229,93.4%,94.4%,5.10,B+ (3.59)
,"Davis, Joshua Daniel",229,93.4%,94.4%,5.10,B+ (3.59)
,"Bristol, Rachel Elizabeth",61,96.6%,98.3%,6.46,B+ (3.39)
,"Bristol, Rachel Elizabeth",61,96.6%,98.3%,6.46,B+ (3.39)
,"Walker, Esther Jane",90,97.3%,100.0%,5.47,B (3.24)
,"Johnson, Christine M.              ",81,90.0%,90.0%,6.80,B (3.03)
,"Johnson, Christine M.              ",81,90.0%,90.0%,6.80,B (3.03)
,"Johnson, Christine M.              ",81,90.0%,90.0%,6.80,B (3.03)
,"Johnson, Christine M.              ",81,90.0%,90.0%,6.80,B (3.03)
,"Barrera, Steven James              ",54,91.7%,100.0%,5.33,N/A
,"Groppe, David Martin",187,95.8%,90.6%,4.85,B- (2.83)
,"Groppe, David Martin          ",117,95.6%,79.1%,4.73,C+ (2.68)
CHEM 114D,"Ghosh, Gourisankar",18,66.7%,33.3%,5.83,N/A
CHEM 114D,"Ghosh, Gourisankar",18,66.7%,33.3%,5.83,N/A
CHEM 114D,"Ghosh, Gourisankar",18,66.7%,33.3%,5.83,N/A
CHEM 114D,"Ghosh, Gourisankar",18,66.7%,33.3%,5.83,N/A
CHEM 114D,"Ghosh, Gourisankar",18,66.7%,33.3%,5.83,N/A
CHEM 114D,"Ghosh, Gourisankar",18,66.7%,33.3%,5.83,N/A
CHEM 114D,"Ghosh, Gourisankar",18,66.7%,33.3%,5.83,N/A
,"Donoghue, Daniel J.                ",19,78.6%,100.0%,8.36,N/A
,"Donoghue, Daniel J.                ",19,78.6%,100.0%,8.36,N/A
CHEM 114B,"Budin, Itay",190,97.5%,99.1%,7.43,B (3.22)
,"Mishanina, Tatiana V",77,88.4%,90.7%,8.36,B+ (3.45)
,"Mishanina, Tatiana V",77,88.4%,90.7%,8.36,B+ (3.45)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Komives, Elizabeth A",284,95.3%,96.9%,7.19,B (3.18)
,"Wollman, Roy",38,100.0%,71.4%,5.93,B (3.20)
,"Wollman, Roy",38,100.0%,71.4%,5.93,B (3.20)
,"Wollman, Roy",38,100.0%,71.4%,5.93,B (3.20)
,"Wang, Wei                          ",305,83.2%,58.1%,7.91,B- (2.76)
,"Wang, Wei                          ",305,83.2%,58.1%,7.91,B- (2.76)
,"Wang, Wei                          ",305,83.2%,58.1%,7.91,B- (2.76)
,"Dorrestein, Pieter                 ",198,73.1%,81.8%,7.01,C+ (2.69)
,"Wang, Wei",217,60.9%,41.4%,7.36,C+ (2.50)
,"Wang, Wei                     ",195,78.3%,50.0%,6.70,C+ (2.49)
CHEM 87,"Bussey, Thomas J",15,100.0%,100.0%,0.75,N/A
CHEM 87,"Bussey, Thomas J",15,100.0%,100.0%,0.75,N/A
CHEM 87,"Bussey, Thomas J",15,100.0%,100.0%,0.75,N/A
CHEM 87,"Bussey, Thomas J",15,100.0%,100.0%,0.75,N/A
CHEM 87,"Bussey, Thomas J",15,100.0%,100.0%,0.75,N/A
,"Brydges, Stacey",6,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",6,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",6,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",6,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",6,100.0%,100.0%,0.50,N/A
,"Brydges, Stacey",6,100.0%,100.0%,0.50,N/A
,"Leigh, Brian",15,100.0%,100.0%,0.90,N/A
,"Weizman, Haim",16,100.0%,100.0%,1.25,N/A
,"Weizman, Haim",16,100.0%,100.0%,1.25,N/A
,"Weizman, Haim",16,100.0%,100.0%,1.25,N/A
,"Weizman, Haim",16,100.0%,100.0%,1.25,N/A
,"Albizati, Kim F.",15,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",15,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",15,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",15,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",15,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",15,100.0%,100.0%,0.50,N/A
,"Albizati, Kim F.",15,100.0%,100.0%,0.50,N/A
,"Doolittle, Russell F.",16,83.3%,83.3%,0.83,N/A
,"Evan, Amato Tomas",3,100.0%,100.0%,1.83,N/A
,"Prather, Kimberly A",3,100.0%,100.0%,1.83,N/A
,"Ramanathan, Veerabhadran",3,100.0%,100.0%,1.83,N/A
,"Czworkowski, John",9,100.0%,88.9%,1.39,N/A
,"Czworkowski, John",9,100.0%,88.9%,1.39,N/A
,"Czworkowski, John",9,100.0%,88.9%,1.39,N/A
,"Czworkowski, John",9,100.0%,88.9%,1.39,N/A
,"Brydges, Stacey                    ",18,100.0%,100.0%,1.61,N/A
,"Brydges, Stacey                    ",18,100.0%,100.0%,1.61,N/A
,"Brydges, Stacey                    ",18,100.0%,100.0%,1.61,N/A
,"Czworkowski, John                  ",14,100.0%,100.0%,1.36,N/A
,"Czworkowski, John                  ",14,100.0%,100.0%,1.36,N/A
,"Czworkowski, John                  ",14,100.0%,100.0%,1.36,N/A
,"Czworkowski, John                  ",14,100.0%,100.0%,1.36,N/A
,"Czworkowski, John                  ",14,100.0%,100.0%,1.36,N/A
,"Czworkowski, John                  ",14,100.0%,100.0%,1.36,N/A
,"Czworkowski, John                  ",14,100.0%,100.0%,1.36,N/A
,"Weizman, Haim                      ",19,100.0%,100.0%,1.63,N/A
,"Weizman, Haim                      ",19,100.0%,100.0%,1.63,N/A
,"Weizman, Haim                      ",19,100.0%,100.0%,1.63,N/A
,"Weizman, Haim                      ",19,100.0%,100.0%,1.63,N/A
,"Weizman, Haim                      ",19,100.0%,100.0%,1.63,N/A
,"Cohen, Seth M                      ",11,100.0%,100.0%,0.50,N/A
,"Ellis, Arthur                      ",17,100.0%,100.0%,0.50,N/A
,"Fox, Marye Anne                    ",17,100.0%,100.0%,0.50,N/A
,"Cohen, Seth M                 ",19,100.0%,100.0%,2.07,N/A
,"Weizman, Haim                 ",14,100.0%,100.0%,0.65,N/A
,"Czworkowski, John             ",8,100.0%,100.0%,0.83,N/A
,"Czworkowski, John             ",8,100.0%,100.0%,0.83,N/A
VIS 160A,"Akten, Mehmet",12,100.0%,100.0%,8.00,N/A
,"Alexander, Amy J",16,66.7%,66.7%,15.50,N/A
,"Brown, Sheldon Glenn",17,100.0%,100.0%,9.83,N/A
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
CHEM 114A,"Toor, Navtej",280,77.5%,72.1%,6.56,B (3.02)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Bussey, Thomas J",86,100.0%,100.0%,10.58,B (3.20)
,"Muller, Ulrich K.",141,92.1%,90.7%,6.99,B (3.14)
,"Muller, Ulrich K.",141,92.1%,90.7%,6.99,B (3.14)
,"Muller, Ulrich K.",141,92.1%,90.7%,6.99,B (3.14)
,"Muller, Ulrich K.",141,92.1%,90.7%,6.99,B (3.14)
,"Herzik, Mark Anthony",288,88.4%,78.9%,9.22,B- (2.90)
,"Herzik, Mark Anthony",288,88.4%,78.9%,9.22,B- (2.90)
,"Opella, Stanley J",103,86.8%,71.1%,4.24,B (3.19)
,"Opella, Stanley J",103,86.8%,71.1%,4.24,B (3.19)
,"Jennings, Patricia A.",245,76.7%,30.2%,6.23,B (3.26)
,"Jennings, Patricia A.",245,76.7%,30.2%,6.23,B (3.26)
,"Fusco, Amanda J.",73,64.3%,85.7%,6.81,C+ (2.50)
,"Fusco, Amanda J.",73,64.3%,85.7%,6.81,C+ (2.50)
,"Viadiu, Hector",350,92.6%,88.0%,6.49,C+ (2.61)
,"Fusco, Amanda J.                   ",100,97.0%,100.0%,8.80,B- (2.98)
,"Fusco, Amanda J.                   ",100,97.0%,100.0%,8.80,B- (2.98)
,"Toor, Navtej                       ",140,88.2%,85.1%,7.78,C+ (2.64)
,"Toor, Navtej                       ",140,88.2%,85.1%,7.78,C+ (2.64)
,"Viadiu, Hector                     ",297,94.2%,85.7%,6.86,B- (2.97)
,"Viadiu, Hector                     ",297,94.2%,85.7%,6.86,B- (2.97)
,"Viadiu, Hector                     ",297,94.2%,85.7%,6.86,B- (2.97)
,"Viadiu, Hector                     ",297,94.2%,85.7%,6.86,B- (2.97)
,"Knowles, Aileen                    ",34,93.8%,100.0%,9.50,N/A
,"Knowles, Aileen                    ",34,93.8%,100.0%,9.50,N/A
,"Opella, Stanley J                  ",85,100.0%,89.7%,4.16,B- (2.85)
,"Viadiu, Hector                ",87,88.4%,76.7%,6.07,B- (2.95)
,"Ghosh, Gourisankar            ",186,77.6%,25.4%,6.00,C+ (2.66)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
TDGE 1,"Salovey, Todd",120,98.0%,100.0%,2.95,A- (3.85)
,"Reimer, Jonathan Charles",36,100.0%,100.0%,3.83,A- (3.86)
,"Reimer, Jonathan Charles",36,100.0%,100.0%,3.83,A- (3.86)
,"Jones, William Jadie",57,94.1%,100.0%,3.64,A- (3.77)
,"Oates, Charles Bruce",103,84.6%,84.6%,2.92,B+ (3.40)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Salovey, Todd                      ",32,100.0%,100.0%,6.00,A- (3.90)
,"Oates, Charles Bruce               ",141,84.9%,86.3%,3.88,B (3.17)
,"Oates, Charles Bruce               ",141,84.9%,86.3%,3.88,B (3.17)
,"Salovey, Todd                 ",131,90.4%,94.0%,1.42,A- (3.76)
,"Salovey, Todd                 ",131,90.4%,94.0%,1.42,A- (3.76)
LATI 180,"Ramirez Pimienta, Jorge Omar",38,100.0%,100.0%,4.17,B+ (3.39)
LATI 180,"Ramirez Pimienta, Jorge Omar",38,100.0%,100.0%,4.17,B+ (3.39)
,"Villanueva, Carla Irina",11,100.0%,100.0%,5.17,N/A
,"Simon Salazar, Harry Love",20,100.0%,100.0%,2.90,A- (3.99)
,"Desposato, Scott",10,100.0%,100.0%,1.83,N/A
,"Soper, Rachel S",8,66.7%,66.7%,3.83,N/A
,"Montesinos, Jorge Roberto          ",8,100.0%,100.0%,5.83,N/A
SOCL 87,"Blair-Loy, Mary                    ",10,100.0%,100.0%,1.00,N/A
SOCL 87,"Blair-Loy, Mary                    ",10,100.0%,100.0%,1.00,N/A
,"Binder, Amy",16,100.0%,100.0%,0.88,N/A
,"Binder, Amy                        ",11,100.0%,100.0%,1.23,N/A
,"Linton, April                      ",13,92.3%,100.0%,0.96,N/A
,"Blair-Loy, Mary               ",13,100.0%,100.0%,1.23,N/A
,"Linton, April                 ",13,100.0%,100.0%,1.12,N/A
,"Binder, Amy                   ",20,100.0%,100.0%,0.77,N/A
SIO 90,"Lucas, Andrew J.",65,92.6%,96.3%,0.57,N/A
,"Posdaljian, Natalie",56,100.0%,100.0%,0.85,N/A
,"Moore, Bradley S.",88,100.0%,100.0%,0.60,N/A
,"Bowman, Jeff Shovlowsky",79,100.0%,100.0%,1.36,N/A
,"Forsch, Kiefer Otto",43,91.7%,100.0%,1.67,N/A
,"Kolody, Bethany Cristine",62,90.6%,100.0%,0.63,N/A
,"Kwan, Garfield Tsz Fung",52,100.0%,100.0%,0.73,N/A
,"Fine, Elizabeth Coombs",61,100.0%,100.0%,0.64,N/A
,"Diner, Rachel Ellen",64,100.0%,100.0%,0.55,N/A
,"Courtney, Travis Alexander",40,100.0%,100.0%,1.02,N/A
,"Seltzer, Alan Myland",51,100.0%,100.0%,0.80,N/A
,"Guazzo, Regina Anne",43,96.6%,100.0%,0.50,N/A
,"Harada, Alice Elizabeth",59,100.0%,100.0%,0.83,N/A
,"Teranes, Jane",43,100.0%,100.0%,0.63,N/A
,"Teranes, Jane",43,100.0%,100.0%,0.63,N/A
,"Teranes, Jane",43,100.0%,100.0%,0.63,N/A
,"Teranes, Jane",43,100.0%,100.0%,0.63,N/A
,"Teranes, Jane",43,100.0%,100.0%,0.63,N/A
,"Teranes, Jane",43,100.0%,100.0%,0.63,N/A
,"Deheyn, Dimitri Dominique",69,97.1%,97.1%,1.62,N/A
,"Deheyn, Dimitri Dominique",69,97.1%,97.1%,1.62,N/A
,"Deheyn, Dimitri Dominique",69,97.1%,97.1%,1.62,N/A
,"Deheyn, Dimitri Dominique",69,97.1%,97.1%,1.62,N/A
,"Teranes, Jane                      ",26,100.0%,100.0%,0.63,N/A
,"Teranes, Jane                      ",26,100.0%,100.0%,0.63,N/A
,"Teranes, Jane                      ",26,100.0%,100.0%,0.63,N/A
,"Haymet, Anthony                    ",16,100.0%,100.0%,0.90,N/A
,"Teranes, Jane                 ",26,100.0%,94.4%,0.50,N/A
TDHD 20,"Clancy, Liam",11,100.0%,100.0%,3.17,N/A
TDHD 20,"Clancy, Liam",11,100.0%,100.0%,3.17,N/A
VIS 107A,"Gallaccio, Anya",27,100.0%,82.4%,6.26,A- (3.83)
VIS 107A,"Gallaccio, Anya",27,100.0%,82.4%,6.26,A- (3.83)
,"Iglesias, Janelle Ann",24,100.0%,93.3%,7.07,B+ (3.50)
,"Rigg, Brianna D",22,100.0%,100.0%,5.30,A (4.00)
,"Coughlan, Michael",15,78.6%,64.3%,8.64,N/A
,"Eginton, Kelly C.",25,100.0%,100.0%,5.73,A- (3.87)
,"Eginton, Kelly C.",25,100.0%,100.0%,5.73,A- (3.87)
,"Eginton, Kelly C.",25,100.0%,100.0%,5.73,A- (3.87)
,"Tannatt, Mateo Montoya",25,80.0%,80.0%,4.90,A- (3.72)
,"Tannatt, Mateo Montoya",25,80.0%,80.0%,4.90,A- (3.72)
,"Tannatt, Mateo Montoya",25,80.0%,80.0%,4.90,A- (3.72)
,"Johnson, Jay",24,100.0%,100.0%,9.17,A- (3.86)
,"Tannatt, Mateo Montoya             ",28,100.0%,100.0%,6.64,B+ (3.44)
,"Johnson, Jay                       ",22,83.3%,66.7%,4.33,B+ (3.60)
,"Johnson, Jay                       ",22,83.3%,66.7%,4.33,B+ (3.60)
,"Pylypchuk, Jonathan                ",28,100.0%,100.0%,5.90,A- (3.75)
,"Young, Kent                        ",25,100.0%,87.5%,8.75,A- (3.83)
,"Herbst, Marc                       ",29,100.0%,78.9%,3.97,B+ (3.55)
,"Levy, Sharon Rachel                ",26,84.2%,73.7%,6.60,A- (3.84)
,"Ziperstein, Bari              ",28,100.0%,91.7%,7.33,A- (3.94)
CHIN 165C,"Lan, Lan",8,100.0%,100.0%,5.50,N/A
,"Kuo, Jane",7,100.0%,100.0%,7.00,N/A
,"Kuo, Jane",7,100.0%,100.0%,7.00,N/A
,"Kuo, Jane                          ",17,100.0%,100.0%,4.90,N/A
,"Kuo, Jane                          ",17,100.0%,100.0%,4.90,N/A
,"Kuo, Jane                          ",17,100.0%,100.0%,4.90,N/A
,"Kuo, Jane                          ",17,100.0%,100.0%,4.90,N/A
,"Kuo, Jane                     ",14,100.0%,100.0%,4.65,N/A
CHIN 165B,"Kuo, Jane",13,100.0%,100.0%,5.17,N/A
CHIN 165B,"Kuo, Jane",13,100.0%,100.0%,5.17,N/A
,"Li, Shubin",11,83.3%,100.0%,4.17,N/A
,"Kuo, Jane                          ",20,100.0%,100.0%,5.30,B+ (3.66)
,"Kuo, Jane                          ",20,100.0%,100.0%,5.30,B+ (3.66)
,"Kuo, Jane                          ",20,100.0%,100.0%,5.30,B+ (3.66)
,"Kuo, Jane                     ",17,100.0%,93.3%,5.00,N/A
CHIN 165A,"Xu, Li",9,100.0%,100.0%,4.00,N/A
CHIN 165A,"Xu, Li",9,100.0%,100.0%,4.00,N/A
CHIN 165A,"Xu, Li",9,100.0%,100.0%,4.00,N/A
CHIN 165A,"Xu, Li",9,100.0%,100.0%,4.00,N/A
,"Kuo, Jane",18,100.0%,100.0%,9.75,N/A
,"Kuo, Jane",18,100.0%,100.0%,9.75,N/A
,"Kuo, Jane",18,100.0%,100.0%,9.75,N/A
,"Kuo, Jane                          ",23,66.7%,100.0%,6.94,B+ (3.56)
,"Kuo, Jane                          ",23,66.7%,100.0%,6.94,B+ (3.56)
,"Kuo, Jane                          ",23,66.7%,100.0%,6.94,B+ (3.56)
,"Kuo, Jane                          ",23,66.7%,100.0%,6.94,B+ (3.56)
,"Kuo, Jane                     ",19,94.1%,94.1%,6.97,N/A
BENG 119B,"Wheeler, Bruce Christopher",17,85.7%,85.7%,8.50,N/A
BENG 119B,"Wheeler, Bruce Christopher",17,85.7%,85.7%,8.50,N/A
BENG 119B,"Wheeler, Bruce Christopher",17,85.7%,85.7%,8.50,N/A
,"Cabrales, Pedro",16,100.0%,100.0%,5.50,N/A
,"Micou, Melissa Kurtis",30,71.4%,71.4%,10.83,A- (3.98)
,"Watson, John Thomas",30,85.7%,71.4%,10.50,A- (3.98)
,"Cabrales, Pedro                    ",22,100.0%,75.0%,10.10,B+ (3.61)
,"Mc Culloch, Andrew Douglas         ",11,33.3%,66.7%,11.83,N/A
RELI 151,"Cohen, Richard S.",18,77.8%,100.0%,3.39,N/A
RELI 151,"Cohen, Richard S.",18,77.8%,100.0%,3.39,N/A
BENG 119A,"Wheeler, Bruce Christopher",19,100.0%,100.0%,4.50,N/A
BENG 119A,"Wheeler, Bruce Christopher",19,100.0%,100.0%,4.50,N/A
BENG 119A,"Wheeler, Bruce Christopher",19,100.0%,100.0%,4.50,N/A
BENG 119A,"Wheeler, Bruce Christopher",19,100.0%,100.0%,4.50,N/A
BENG 119A,"Wheeler, Bruce Christopher",19,100.0%,100.0%,4.50,N/A
,"Cabrales, Pedro",16,75.0%,100.0%,4.50,N/A
,"Cabrales, Pedro",16,75.0%,100.0%,4.50,N/A
,"Cabrales, Pedro",16,75.0%,100.0%,4.50,N/A
,"Cabrales, Pedro",16,75.0%,100.0%,4.50,N/A
,"Sah, Robert Lie-Yuan",13,66.7%,100.0%,6.50,N/A
,"Sah, Robert Lie-Yuan",13,66.7%,100.0%,6.50,N/A
,"Micou, Melissa Kurtis",31,100.0%,100.0%,6.79,A- (3.75)
,"Watson, John Thomas",31,100.0%,100.0%,7.83,A- (3.75)
,"Cabrales, Pedro                    ",22,100.0%,100.0%,9.50,B+ (3.58)
,"Cabrales, Pedro                    ",22,100.0%,100.0%,9.50,B+ (3.58)
,"Mc Culloch, Andrew Douglas         ",11,33.3%,66.7%,7.17,N/A
,"Engler, Adam J.                    ",7,100.0%,100.0%,7.50,N/A
JWSP 104,"Shuster, Alana",9,100.0%,100.0%,3.83,N/A
JWSP 104,"Shuster, Alana",9,100.0%,100.0%,3.83,N/A
ANSC 177,"Pedersen, David",10,100.0%,100.0%,1.83,N/A
ANSC 176,"Pedersen, David",12,66.7%,55.6%,3.83,N/A
ANSC 176,"Pedersen, David",12,66.7%,55.6%,3.83,N/A
ANSC 175,"Pedersen, David",26,100.0%,85.7%,3.07,A- (3.84)
ANSC 175,"Pedersen, David",26,100.0%,85.7%,3.07,A- (3.84)
ANSC 175,"Pedersen, David",26,100.0%,85.7%,3.07,A- (3.84)
ANSC 175,"Pedersen, David",26,100.0%,85.7%,3.07,A- (3.84)
ANSC 175,"Pedersen, David",26,100.0%,85.7%,3.07,A- (3.84)
ANSC 174,"Luna, Sarah L",24,93.3%,93.3%,3.57,B+ (3.65)
ANSC 173,"Brenner, Suzanne A",10,100.0%,100.0%,6.10,N/A
ANSC 173,"Brenner, Suzanne A",10,100.0%,100.0%,6.10,N/A
,"Hartblay, Cassandra S",7,100.0%,100.0%,7.30,N/A
ANSC 172,"Parish, Steven Martin              ",15,100.0%,100.0%,3.83,N/A
ANSC 170,"Parish, Steven Martin",49,76.5%,76.5%,3.56,B+ (3.66)
SOCI 143,"Rogers, Julia Ellen",55,78.9%,73.7%,4.90,B- (2.91)
SOCI 143,"Rogers, Julia Ellen",55,78.9%,73.7%,4.90,B- (2.91)
SOCI 143,"Rogers, Julia Ellen",55,78.9%,73.7%,4.90,B- (2.91)
SOCI 143,"Rogers, Julia Ellen",55,78.9%,73.7%,4.90,B- (2.91)
SOCI 143,"Rogers, Julia Ellen",55,78.9%,73.7%,4.90,B- (2.91)
,"Dauber Griffin, Andrea Ste",73,96.9%,96.9%,4.31,B+ (3.52)
,"Phillips, David P.",187,87.3%,89.4%,3.76,B+ (3.33)
,"Phillips, David P.                 ",186,85.5%,91.1%,3.90,B+ (3.31)
,"Phillips, David P.                 ",186,85.5%,91.1%,3.90,B+ (3.31)
,"Phillips, David P.                 ",186,85.5%,91.1%,3.90,B+ (3.31)
,"Phillips, David P.            ",100,93.2%,89.2%,2.96,B (3.21)
EDS 115GS,"Wishard Guerra, Alison G.",13,100.0%,100.0%,9.83,N/A
NANO 141A,"Lubarda, Vlado",18,100.0%,100.0%,5.50,N/A
NANO 141A,"Lubarda, Vlado",18,100.0%,100.0%,5.50,N/A
NANO 141A,"Lubarda, Vlado",18,100.0%,100.0%,5.50,N/A
NANO 141A,"Lubarda, Vlado",18,100.0%,100.0%,5.50,N/A
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
HISC 131,"Golan, Tal",50,83.3%,82.4%,2.83,B+ (3.69)
,"Golan, Tal                         ",64,74.1%,70.4%,5.31,B- (2.99)
,"Golan, Tal                         ",64,74.1%,70.4%,5.31,B- (2.99)
,"Golan, Tal                         ",64,74.1%,70.4%,5.31,B- (2.99)
,"Golan, Tal                         ",64,74.1%,70.4%,5.31,B- (2.99)
,"Golan, Tal                         ",64,74.1%,70.4%,5.31,B- (2.99)
,"Golan, Tal                         ",64,74.1%,70.4%,5.31,B- (2.99)
,"Golan, Tal                    ",39,81.8%,81.8%,4.14,B- (2.76)
,"Golan, Tal                    ",39,81.8%,81.8%,4.14,B- (2.76)
ANSC 178,"Pedersen, David",26,63.6%,80.0%,2.14,A (4.00)
ANSC 178,"Pedersen, David",26,63.6%,80.0%,2.14,A (4.00)
ANSC 178,"Pedersen, David",26,63.6%,80.0%,2.14,A (4.00)
CONT 1S,"Kong, Angela Wai-Yin",297,94.2%,96.1%,6.07,N/A
ECE 157A,"Bharadia, Dinesh",10,87.5%,87.5%,9.25,N/A
