Course Code,Professor,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Sereda, Kyle",53,92.3%,100.0%,2.50,B+ (3.34)
,"Sereda, Kyle",53,92.3%,100.0%,2.50,B+ (3.34)
,"Schwartz, Daniel",32,56.0%,68.0%,5.67,B- (2.83)
,"Watkins, Eric                      ",20,66.7%,100.0%,8.50,B- (2.83)
,"Watkins, Eric                      ",20,66.7%,100.0%,8.50,B- (2.83)
,"Jankowiak, Tim                     ",34,83.3%,100.0%,5.50,B (3.27)
,"Schwartz, Daniel                   ",18,66.7%,66.7%,7.83,N/A
,"Walsh, Julie                       ",40,80.0%,85.0%,6.10,B- (2.77)
,"Tolley, Clinton                    ",60,73.1%,92.3%,4.04,B+ (3.37)
,"Hubner, Karolina",49,96.2%,92.3%,3.39,B (3.23)
,"Tolley, Clinton               ",44,96.0%,100.0%,3.58,B (3.08)
PHIL 31,"Johnson, Monte",68,100.0%,100.0%,3.73,B+ (3.61)
,"Greene, Blythe Anastasia",65,86.4%,95.5%,3.36,B (3.16)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.",65,69.0%,75.0%,3.74,B (3.09)
,"Anagnostopoulos, G. H.             ",42,100.0%,84.6%,3.27,B+ (3.44)
,"Anagnostopoulos, G. H.             ",42,100.0%,84.6%,3.27,B+ (3.44)
,"Anagnostopoulos, G. H.             ",42,100.0%,84.6%,3.27,B+ (3.44)
,"Anagnostopoulos, G. H.             ",42,100.0%,84.6%,3.27,B+ (3.44)
,"Anagnostopoulos, G. H.        ",64,88.9%,82.2%,3.74,B- (3.00)
ANAR 159GS,"Goldstein, Paul S",10,100.0%,100.0%,3.50,N/A
MGT 176,"Gopal, Christopher S.",45,92.9%,92.9%,4.64,B+ (3.67)
HIUS 156D,"Plant, Rebecca Jo",20,100.0%,100.0%,4.94,B+ (3.39)
VIS 167,"Sepuya, Paul Mpagi",22,100.0%,100.0%,8.33,A- (3.95)
,"Sprague, Sean Jeffrey",22,100.0%,100.0%,7.25,B (3.29)
,"Ortiz-Torres, Ruben",12,100.0%,80.0%,5.70,N/A
,"Ortiz-Torres, Ruben",12,100.0%,80.0%,5.70,N/A
,"Ortiz-Torres, Ruben",12,100.0%,80.0%,5.70,N/A
,"O'Callaghan, Deirdre M",23,81.8%,72.7%,7.77,B+ (3.63)
,"Osterloh, Gina B",22,90.0%,80.0%,7.70,A- (3.73)
,"Karlic, Karolina",22,100.0%,100.0%,8.25,A- (3.78)
,"Anderson, Shane Nicholas",29,100.0%,71.4%,6.79,B+ (3.46)
,"Anderson, Shane Nicholas",29,100.0%,71.4%,6.79,B+ (3.46)
,"Diaz, Misael Giovanni",12,100.0%,100.0%,9.83,N/A
,"Lonidier, Fred S.                  ",22,75.0%,100.0%,4.50,B+ (3.66)
,"Lonidier, Fred S.                  ",22,75.0%,100.0%,4.50,B+ (3.66)
,"Steinmetz, Phel                    ",23,100.0%,100.0%,3.70,B+ (3.70)
,"Steinmetz, Phel                    ",23,100.0%,100.0%,3.70,B+ (3.70)
SOCI 140A,"Gong, Neil M",44,100.0%,100.0%,4.71,B (3.21)
PHYS 164,"Konopacky, Quinn Morgan",19,100.0%,100.0%,12.83,N/A
PHYS 164,"Konopacky, Quinn Morgan",19,100.0%,100.0%,12.83,N/A
,"Wright, Shelley Adams",13,100.0%,100.0%,12.50,N/A
,"Wright, Shelley Adams",13,100.0%,100.0%,12.50,N/A
,"Wright, Shelley Adams",13,100.0%,100.0%,12.50,N/A
,"Wright, Shelley Adams",13,100.0%,100.0%,12.50,N/A
,"Wright, Shelley Adams",13,100.0%,100.0%,12.50,N/A
,"Wright, Shelley Adams",13,100.0%,100.0%,12.50,N/A
,"Wright, Shelly Adams",15,100.0%,100.0%,11.25,N/A
,"Melis, Carl Anthony",11,100.0%,100.0%,10.50,N/A
PHYS 163,"Sandstrom, Karin Marie",41,100.0%,100.0%,7.95,B (3.03)
PHYS 163,"Sandstrom, Karin Marie",41,100.0%,100.0%,7.95,B (3.03)
PHYS 163,"Sandstrom, Karin Marie",41,100.0%,100.0%,7.95,B (3.03)
,"Keres, Dusan",40,80.0%,86.7%,7.64,C+ (2.68)
,"Keres, Dusan",40,80.0%,86.7%,7.64,C+ (2.68)
,"Keres, Dusan",40,80.0%,86.7%,7.64,C+ (2.68)
,"Keres, Dusan",40,80.0%,86.7%,7.64,C+ (2.68)
,"Keres, Dusan",40,80.0%,86.7%,7.64,C+ (2.68)
PHYS 162,"Keating, Brian",37,75.0%,41.7%,10.33,B (3.28)
PHYS 162,"Keating, Brian",37,75.0%,41.7%,10.33,B (3.28)
PHYS 162,"Keating, Brian",37,75.0%,41.7%,10.33,B (3.28)
PHYS 162,"Keating, Brian",37,75.0%,41.7%,10.33,B (3.28)
,"Fuller, George Michael",54,93.8%,100.0%,6.25,A- (3.91)
,"Keres, Dusan",27,80.0%,100.0%,8.30,C+ (2.39)
,"Keres, Dusan",27,80.0%,100.0%,8.30,C+ (2.39)
,"Friedman, Andrew Samuel",16,93.3%,86.7%,7.57,N/A
,"Griest, Kim",33,85.7%,100.0%,6.21,B+ (3.31)
,"Coil, Alison                       ",28,91.7%,100.0%,7.33,B+ (3.35)
,"Coil, Alison                       ",28,91.7%,100.0%,7.33,B+ (3.35)
,"Coil, Alison                       ",28,91.7%,100.0%,7.33,B+ (3.35)
,"Keating, Brian                     ",15,90.0%,100.0%,4.90,N/A
,"Keating, Brian                ",23,88.9%,94.4%,5.17,B+ (3.46)
PHYS 161,"Green, Daniel Richard",31,90.0%,90.0%,8.30,C+ (2.31)
PHYS 161,"Green, Daniel Richard",31,90.0%,90.0%,8.30,C+ (2.31)
PHYS 161,"Green, Daniel Richard",31,90.0%,90.0%,8.30,C+ (2.31)
,"Fuller, George Michael",50,100.0%,100.0%,5.17,B+ (3.44)
,"Fuller, George Michael",50,100.0%,100.0%,5.17,B+ (3.44)
,"Fuller, George Michael",50,100.0%,100.0%,5.17,B+ (3.44)
,"Fuller, George Michael",50,100.0%,100.0%,5.17,B+ (3.44)
,"Griest, Kim",21,100.0%,100.0%,6.90,B (3.10)
,"Griest, Kim",21,100.0%,100.0%,6.90,B (3.10)
,"Wolfe, Arthur Michael              ",15,71.4%,71.4%,6.21,N/A
,"Griest, Kim                        ",34,100.0%,100.0%,6.83,B+ (3.49)
,"Griest, Kim                        ",34,100.0%,100.0%,6.83,B+ (3.49)
,"Wolfe, Arthur Michael",26,93.3%,66.7%,4.90,B- (2.95)
,"Griest, Kim                   ",25,100.0%,100.0%,4.50,B (3.29)
PHYS 160,"Wright, Shelley Adams",40,91.7%,87.5%,7.14,C+ (2.53)
PHYS 160,"Wright, Shelley Adams",40,91.7%,87.5%,7.14,C+ (2.53)
PHYS 160,"Wright, Shelley Adams",40,91.7%,87.5%,7.14,C+ (2.53)
,"Burgasser, Adam Jonathan",44,85.0%,85.0%,10.40,B (3.14)
,"Burgasser, Adam Jonathan",44,85.0%,85.0%,10.40,B (3.14)
,"Konopacky, Quinn Morgan",47,87.5%,82.5%,4.85,B (3.09)
,"Konopacky, Quinn Morgan",47,87.5%,82.5%,4.85,B (3.09)
,"Konopacky, Quinn Morgan",47,87.5%,82.5%,4.85,B (3.09)
,"Wolfe, Arthur Michael",22,90.9%,81.8%,6.86,B- (2.88)
,"Burgasser, Adam Jonathan           ",21,100.0%,81.8%,7.41,B+ (3.31)
,"Burgasser, Adam Jonathan           ",21,100.0%,81.8%,7.41,B+ (3.31)
,"Wolfe, Arthur Michael              ",19,100.0%,92.3%,5.42,N/A
,"Wolfe, Arthur Michael              ",19,100.0%,92.3%,5.42,N/A
,"Wolfe, Arthur Michael         ",19,92.9%,78.6%,4.21,N/A
VIS 165,"Sprague, Sean Jeffrey",22,100.0%,100.0%,9.58,B+ (3.57)
,"Sepuya, Paul Mpagi",23,100.0%,100.0%,6.10,B+ (3.62)
,"Porter, Ava Hermine",21,100.0%,100.0%,6.17,A (4.00)
,"Porter, Ava Hermine",21,100.0%,100.0%,6.17,A (4.00)
,"Porter, Ava Hermine",21,100.0%,100.0%,6.17,A (4.00)
,"Anderson, Shane Nicholas",20,100.0%,100.0%,6.50,A- (3.76)
,"Anderson, Shane Nicholas",20,100.0%,100.0%,6.50,A- (3.76)
,"Anderson, Shane Nicholas",20,100.0%,100.0%,6.50,A- (3.76)
,"Anderson, Shane Nicholas",20,100.0%,100.0%,6.50,A- (3.76)
,"Anderson, Shane Nicholas",20,100.0%,100.0%,6.50,A- (3.76)
,"Anderson, Shane Nicholas",20,100.0%,100.0%,6.50,A- (3.76)
,"Anderson, Shane Nicholas",20,100.0%,100.0%,6.50,A- (3.76)
,"Ortiz-Torres, Ruben",20,88.9%,37.5%,6.72,B+ (3.65)
,"Ortiz-Torres, Ruben",20,88.9%,37.5%,6.72,B+ (3.65)
,"O'Callaghan, Deirdre M",21,66.7%,50.0%,6.50,B+ (3.42)
,"O'Callaghan, Deirdre M",21,66.7%,50.0%,6.50,B+ (3.42)
,"Cross, Brian R",24,100.0%,100.0%,10.19,B+ (3.60)
,"Cross, Brian R",24,100.0%,100.0%,10.19,B+ (3.60)
,"Cross, Brian R",24,100.0%,100.0%,10.19,B+ (3.60)
,"Cross, Brian R",24,100.0%,100.0%,10.19,B+ (3.60)
,"Printer, Andrew Stephen",15,100.0%,100.0%,5.50,N/A
,"Diaz, Misael Giovanni",16,100.0%,100.0%,5.07,N/A
,"Wallen, Ruth",21,100.0%,100.0%,4.17,B+ (3.54)
,"Anderson, Shane Nicholas           ",23,100.0%,100.0%,7.50,B+ (3.53)
,"Anderson, Shane Nicholas           ",23,100.0%,100.0%,7.50,B+ (3.53)
,"Lonidier, Fred S.                  ",25,72.7%,45.5%,4.68,B+ (3.67)
,"Lonidier, Fred S.                  ",25,72.7%,45.5%,4.68,B+ (3.67)
,"Steinmetz, Phel                    ",24,100.0%,100.0%,6.00,B+ (3.42)
,"Steinmetz, Phel                    ",24,100.0%,100.0%,6.00,B+ (3.42)
,"Wallen, Ruth                       ",26,100.0%,90.9%,5.14,B+ (3.50)
,"Lonidier, Fred S.             ",19,60.0%,70.0%,5.50,N/A
,"Steinmetz, Phel               ",25,100.0%,88.9%,4.28,B (3.22)
HILA 161,"Murillo, Dana V.",7,100.0%,100.0%,7.00,N/A
LTWL 180,"Nguyen, Hoang Tan",40,100.0%,100.0%,3.58,B+ (3.66)
LTWL 180,"Nguyen, Hoang Tan",40,100.0%,100.0%,3.58,B+ (3.66)
,"Verdicchio, Pasquale",18,100.0%,100.0%,2.50,N/A
,"Verdicchio, Pasquale",18,100.0%,100.0%,2.50,N/A
,"Glaser, Amelia",22,100.0%,100.0%,4.50,A- (3.75)
,"Kim, Anthony",9,100.0%,100.0%,5.50,N/A
,"Kimchi, Rami N",12,85.7%,85.7%,2.50,N/A
,"Frolich, Margrit Luise",30,100.0%,100.0%,4.33,B+ (3.64)
,"Frolich, Margrit Luise",30,100.0%,100.0%,4.33,B+ (3.64)
,"Glaser, Amelia                ",19,100.0%,100.0%,4.38,N/A
LTWL 181,"Nguyen, Hoang Tan",34,72.7%,63.6%,4.00,A- (3.86)
LTWL 181,"Nguyen, Hoang Tan",34,72.7%,63.6%,4.00,A- (3.86)
,"Kontje, Todd Curtis",22,100.0%,92.3%,5.27,A- (3.78)
,"Frolich, Margrit Luise",10,100.0%,100.0%,2.90,N/A
,"Frolich, Margrit Luise",10,100.0%,100.0%,2.90,N/A
,"Murdock-Hinrichs, Isa              ",32,73.7%,94.7%,5.34,B+ (3.52)
,"Kontje, Todd Curtis                ",26,100.0%,100.0%,5.50,B+ (3.63)
,"Plapp, Laurel A",18,100.0%,100.0%,3.44,N/A
,"Verdicchio, Pasquale          ",21,90.0%,100.0%,5.70,B+ (3.62)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
LTWL 183,"Cohen, Alain J. J.",29,88.9%,88.9%,4.94,B+ (3.43)
,"Cohen, Alain J. J.                 ",43,95.5%,95.5%,5.26,B+ (3.50)
,"Cohen, Alain J. J.                 ",43,95.5%,95.5%,5.26,B+ (3.50)
,"Cohen, Alain J. J.                 ",43,95.5%,95.5%,5.26,B+ (3.50)
,"Cohen, Alain J. J.            ",36,96.7%,93.3%,3.23,B+ (3.38)
LTWL 184,"Nguyen, Hoang Tan",16,50.0%,50.0%,6.00,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Cohen, Alain J. J.",16,100.0%,100.0%,3.50,N/A
,"Myerston Santana, Jacobo",13,100.0%,100.0%,4.00,N/A
,"Myerston Santana, Jacobo",13,100.0%,100.0%,4.00,N/A
,"Ladygina, Yuliya V                 ",8,100.0%,100.0%,8.50,N/A
,"Cohen, Alain J. J.                 ",50,94.4%,100.0%,5.30,B (3.25)
,"Cohen, Alain J. J.                 ",50,94.4%,100.0%,5.30,B (3.25)
,"Cohen, Alain J. J.                 ",50,94.4%,100.0%,5.30,B (3.25)
,"Cohen, Alain J. J.                 ",50,94.4%,100.0%,5.30,B (3.25)
,"Cohen, Alain J. J.            ",28,94.1%,100.0%,4.62,B (3.09)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
ECON 173AL,"Willoughby, Michael Gene",25,100.0%,100.0%,1.17,A (4.00)
LTEA 100A,"Yip, Wai-Lim                       ",21,77.8%,88.9%,3.83,B (3.26)
,"Yip, Wai-Lim                  ",29,60.0%,46.7%,3.97,B (3.22)
LTEA 100B,"Fiss, Geraldine Anna",38,100.0%,100.0%,5.17,B+ (3.64)
,"Yip, Wai-Lim                       ",29,91.7%,83.3%,4.81,B+ (3.63)
,"Yip, Wai-Lim                       ",29,91.7%,83.3%,4.81,B+ (3.63)
LTEA 100C,"Yip, Wai-Lim",24,70.0%,70.0%,3.70,B+ (3.36)
WCWP 160,"Blomstedt, Elizabeth Ann",13,100.0%,100.0%,5.50,N/A
WCWP 160,"Blomstedt, Elizabeth Ann",13,100.0%,100.0%,5.50,N/A
WCWP 160,"Blomstedt, Elizabeth Ann",13,100.0%,100.0%,5.50,N/A
CAT 192,"Macagno, Eduardo R.                ",14,100.0%,100.0%,2.17,N/A
LTFR 164,"Ploye, Catherine",13,100.0%,100.0%,3.30,N/A
,"Reid, Roddey",9,66.7%,83.3%,4.17,N/A
ECE 90,"Lau, Silvanus S",6,100.0%,100.0%,1.50,N/A
,"Lau, Silvanus S                    ",7,100.0%,100.0%,1.00,N/A
,"Lau, Silvanus S                    ",7,100.0%,100.0%,1.00,N/A
,"Lau, Silvanus S                    ",7,100.0%,100.0%,1.00,N/A
MUS 160B,"Yadegari, Shahrokh D",8,75.0%,75.0%,4.00,N/A
MUS 160B,"Yadegari, Shahrokh D",8,75.0%,75.0%,4.00,N/A
,"Dubnov, Shlomo",10,75.0%,100.0%,10.00,N/A
,"Dubnov, Shlomo",10,75.0%,100.0%,10.00,N/A
,"Erbe, Tom",14,100.0%,100.0%,6.50,N/A
ERC 190GS,"Evans, Ivan T",24,100.0%,100.0%,1.50,A (4.00)
SOCB 160L,"Ng, Kwai",47,88.5%,88.5%,4.57,B (3.27)
,"Van Rite, Eric Robert         ",47,96.0%,100.0%,5.58,B- (2.92)
MUS 160A,"Yadegari, Shahrokh D",7,100.0%,100.0%,10.50,N/A
,"Dubnov, Shlomo",11,75.0%,80.0%,9.00,N/A
,"Erbe, Tom",16,100.0%,100.0%,4.83,N/A
USP 106,"Newton, Joshua Dean",22,88.9%,77.8%,1.90,B+ (3.48)
,"Fuste, Jose Ignacio",4,100.0%,100.0%,5.83,N/A
BENG 126A,"Wheeler, Bruce Christopher",32,83.3%,100.0%,4.50,A- (3.83)
BENG 126A,"Wheeler, Bruce Christopher",32,83.3%,100.0%,4.50,A- (3.83)
BENG 126A,"Wheeler, Bruce Christopher",32,83.3%,100.0%,4.50,A- (3.83)
BENG 126A,"Wheeler, Bruce Christopher",32,83.3%,100.0%,4.50,A- (3.83)
,"Metallo, Christian Michael",12,75.0%,75.0%,5.50,N/A
,"Wang, Yingxiao",12,100.0%,100.0%,10.50,N/A
,"Zhong, Sheng",12,33.3%,33.3%,8.50,N/A
,"Lal, Ratnesh                       ",9,75.0%,75.0%,11.50,N/A
,"Zhang, Kun                         ",9,75.0%,75.0%,8.90,N/A
,"Zhang, Kun                         ",9,75.0%,75.0%,8.90,N/A
,"Huang, Xiaohua",8,100.0%,100.0%,5.83,N/A
,"Huang, Xiaohua",8,100.0%,100.0%,5.83,N/A
,"Ideker, Trey",8,100.0%,100.0%,10.00,N/A
BENG 126B,"Wheeler, Bruce Christopher",26,75.0%,100.0%,6.50,A- (3.97)
BENG 126B,"Wheeler, Bruce Christopher",26,75.0%,100.0%,6.50,A- (3.97)
BENG 126B,"Wheeler, Bruce Christopher",26,75.0%,100.0%,6.50,A- (3.97)
,"Metallo, Christian Michael",12,100.0%,100.0%,8.50,N/A
,"Metallo, Christian Michael",12,100.0%,100.0%,8.50,N/A
,"Wang, Yingxiao",12,75.0%,75.0%,18.50,N/A
,"Zhong, Sheng",12,66.7%,66.7%,6.50,N/A
,"Palsson, Bernhard O.",11,100.0%,100.0%,9.50,N/A
,"Zhang, Kun                         ",9,66.7%,100.0%,15.50,N/A
,"Huang, Xiaohua",10,100.0%,100.0%,6.50,N/A
USP 105,"Shtern, Mark",24,100.0%,100.0%,6.00,A- (3.86)
USP 105,"Shtern, Mark",24,100.0%,100.0%,6.00,A- (3.86)
,"Blaise, Jean G",14,100.0%,100.0%,7.00,N/A
,"Andrews, Abigail Leslie",19,100.0%,87.5%,6.50,N/A
,"Andrews, Abigail Leslie",19,100.0%,87.5%,6.50,N/A
,"Martin, Isaac",18,100.0%,100.0%,6.17,N/A
,"Linton, April                      ",65,92.0%,88.0%,4.82,B+ (3.48)
,"Linton, April                      ",65,92.0%,88.0%,4.82,B+ (3.48)
,"Linton, April                      ",65,92.0%,88.0%,4.82,B+ (3.48)
,"Linton, April                      ",65,92.0%,88.0%,4.82,B+ (3.48)
,"Troutman, Philip P                 ",74,71.2%,75.5%,3.61,B (3.17)
,"Linton, April                 ",117,97.3%,98.6%,3.54,B+ (3.55)
,"Linton, April                 ",117,97.3%,98.6%,3.54,B+ (3.55)
CGS 114,"Taylor-Garcia, Daphne",20,66.7%,83.3%,4.50,A- (3.87)
CGS 114,"Taylor-Garcia, Daphne",20,66.7%,83.3%,4.50,A- (3.87)
CGS 114,"Taylor-Garcia, Daphne",20,66.7%,83.3%,4.50,A- (3.87)
CGS 114,"Taylor-Garcia, Daphne",20,66.7%,83.3%,4.50,A- (3.87)
CGS 114,"Taylor-Garcia, Daphne",20,66.7%,83.3%,4.50,A- (3.87)
,"Rassooli, Nima",11,80.0%,60.0%,2.90,N/A
,"Whitley, Leila Marie",20,100.0%,100.0%,5.21,B+ (3.57)
,"Nguyen, Ly Thuy",3,100.0%,100.0%,4.50,N/A
,"Nguyen, Ly Thuy",3,100.0%,100.0%,4.50,N/A
CGS 115,"Hernandez, Jillian",18,100.0%,100.0%,6.79,N/A
CGS 115,"Hernandez, Jillian",18,100.0%,100.0%,6.79,N/A
,"Yanez, Angelica M",4,100.0%,100.0%,5.00,N/A
CGS 116,"Hernandez, Jillian",30,100.0%,100.0%,4.32,A- (3.87)
CGS 117,"Mendelsohn, Asa Lipman",16,100.0%,100.0%,2.50,N/A
,"Kang, Byung Chu",15,100.0%,100.0%,2.50,N/A
CGS 110,"Blair-Loy, Mary                    ",25,76.2%,71.4%,3.64,A- (3.80)
CGS 111,"Raphaeli, Karen Adee",41,92.9%,100.0%,2.64,B+ (3.55)
,"Brickley, Briana Grace",32,100.0%,100.0%,4.25,A- (3.83)
,"Whitley, Leila Marie",31,83.3%,81.8%,5.67,B+ (3.30)
,"Eileraas, Karina Astrid",29,100.0%,92.3%,5.27,B+ (3.40)
,"Miller, Arianne E.",30,100.0%,100.0%,3.93,A- (3.82)
,"Cappelli, Maria Ghira",29,85.7%,100.0%,5.07,B+ (3.32)
,"Cartwright, Lisa                   ",18,87.5%,100.0%,5.50,N/A
,"Anderson, Patrick W.               ",46,84.0%,87.5%,3.78,B+ (3.42)
,"Anderson, Patrick W.               ",46,84.0%,87.5%,3.78,B+ (3.42)
CGS 112,"Patel, Shaista",14,100.0%,100.0%,5.30,N/A
,"Vazquez, Cynthia",13,100.0%,85.7%,4.50,N/A
,"Dorr, Kirstie A.",25,92.3%,92.3%,4.81,B+ (3.60)
,"Dorr, Kirstie A.",25,92.3%,92.3%,4.81,B+ (3.60)
,"Dorr, Kirstie A.",25,92.3%,92.3%,4.81,B+ (3.60)
,"Dorr, Kirstie A.",25,92.3%,92.3%,4.81,B+ (3.60)
,"Shaikh, Hina",13,100.0%,100.0%,7.30,N/A
,"Kheshti, Roshanak",24,100.0%,100.0%,3.90,A- (3.73)
,"Kheshti, Roshanak",24,100.0%,100.0%,3.90,A- (3.73)
,"Celleri, Maria",12,100.0%,100.0%,5.17,N/A
,"Santizo, Gabriela Domitila",22,81.8%,86.4%,5.05,B+ (3.35)
,"Murillo, Ruben R",14,83.3%,83.3%,4.50,N/A
,"Cesena, Maria Teresa               ",19,80.0%,80.0%,12.10,N/A
,"Cesena, Maria Teresa               ",19,80.0%,80.0%,12.10,N/A
,"Murillo, Ruben R                   ",20,85.7%,71.4%,8.79,B+ (3.69)
,"Murillo, Ruben R                   ",20,85.7%,71.4%,8.79,B+ (3.69)
,"Ruiz, Stevie R                     ",12,100.0%,100.0%,4.50,N/A
,"Ruiz, Stevie R                     ",12,100.0%,100.0%,4.50,N/A
,"Dorr, Kirstie A.                   ",46,95.3%,100.0%,5.64,A- (3.97)
,"Limki, Rashne M                    ",27,83.3%,100.0%,6.00,N/A
,"Kheshti, Roshanak                  ",57,96.2%,96.2%,5.86,B+ (3.45)
,"Kheshti, Roshanak                  ",57,96.2%,96.2%,5.86,B+ (3.45)
,"Suarez, Harrod",37,90.9%,100.0%,4.24,B (3.21)
,"Sanders, Sara                 ",41,100.0%,100.0%,4.81,B- (2.84)
CGS 113,"Martin Sandino, Amanda Maria Yoland",38,100.0%,100.0%,3.83,B+ (3.41)
,"Mendelsohn, Asa Lipman",19,100.0%,100.0%,4.00,N/A
,"Raphaeli, Karen Adee",16,100.0%,100.0%,4.50,N/A
,"Icreverzi, Kimberly Heathe",19,100.0%,100.0%,4.94,N/A
,"Kim, Eunsong",7,100.0%,100.0%,5.50,N/A
,"Kim, Eunsong",7,100.0%,100.0%,5.50,N/A
,"Santizo, Gabriela Domitila",12,87.5%,87.5%,4.50,N/A
,"Cappelli, Maria Ghira",12,100.0%,100.0%,5.00,N/A
,"Gallaccio, Anya",25,75.0%,62.5%,6.00,A- (3.78)
,"Geiger, Eric",25,66.7%,66.7%,4.50,A- (3.78)
,"Cardenas, Micha Maya               ",31,88.2%,88.2%,5.09,B (3.27)
,"Kahn, Stanya                       ",24,68.4%,78.9%,2.61,B- (2.97)
LTAM 100,"Sanchez, Rosaura",13,100.0%,100.0%,5.17,N/A
CGS 118,"Whitley, Leila Marie",24,80.0%,80.0%,4.50,A- (3.84)
,"Hankins, Joseph D.",14,100.0%,100.0%,3.83,N/A
,"Hankins, Joseph D.",14,100.0%,100.0%,3.83,N/A
CGS 119,"Nguyen, Hoang Tan",20,90.0%,90.0%,4.70,A- (3.93)
CGS 119,"Nguyen, Hoang Tan",20,90.0%,90.0%,4.70,A- (3.93)
CGS 119,"Nguyen, Hoang Tan",20,90.0%,90.0%,4.70,A- (3.93)
,"Bui, Kevin Xuanduy",18,90.0%,100.0%,6.30,N/A
MATH 190,"Roberts, Justin Deritter",28,100.0%,100.0%,6.50,B+ (3.63)
MATH 190,"Roberts, Justin Deritter",28,100.0%,100.0%,6.50,B+ (3.63)
MATH 190,"Roberts, Justin Deritter",28,100.0%,100.0%,6.50,B+ (3.63)
,"Rhoades, Brendon Patrick",31,87.5%,100.0%,8.41,B (3.10)
,"Rhoades, Brendon Patrick",31,87.5%,100.0%,8.41,B (3.10)
,"Rhoades, Brendon Patrick",31,87.5%,100.0%,8.41,B (3.10)
,"Pelayo, Alvaro",19,100.0%,91.7%,6.50,N/A
,"Sterbenz, Jacob                    ",10,100.0%,100.0%,14.00,N/A
,"Roberts, Justin Deritter           ",33,82.4%,100.0%,8.38,B (3.24)
,"Lin, James P.                      ",8,80.0%,100.0%,5.70,N/A
,"Roberts, Justin Deritter      ",18,100.0%,93.3%,6.21,N/A
MATH 191,"Roberts, Justin Deritter",23,100.0%,100.0%,8.50,B+ (3.66)
MATH 191,"Roberts, Justin Deritter",23,100.0%,100.0%,8.50,B+ (3.66)
MATH 191,"Roberts, Justin Deritter",23,100.0%,100.0%,8.50,B+ (3.66)
MATH 191,"Roberts, Justin Deritter",23,100.0%,100.0%,8.50,B+ (3.66)
MATH 192,"Fitzgerald, Carl H.                ",7,100.0%,100.0%,0.83,N/A
MATH 194,"Puha, Amber Lynn",124,81.0%,76.2%,8.60,B+ (3.49)
MATH 194,"Puha, Amber Lynn",124,81.0%,76.2%,8.60,B+ (3.49)
,"Fitzsimmons, Patrick J",135,77.5%,72.5%,7.40,B+ (3.34)
,"Aghajani, Mohammadreza",149,86.3%,88.2%,7.40,B (3.09)
,"Aghajani, Mohammadreza",149,86.3%,88.2%,7.40,B (3.09)
,"Aghajani, Mohammadreza",149,86.3%,88.2%,7.40,B (3.09)
,"Wang, Xu",67,53.8%,38.5%,6.98,B (3.01)
,"Bowers, Adam R.",104,91.1%,97.5%,6.63,C+ (2.47)
,"Bowers, Adam R.",104,91.1%,97.5%,6.63,C+ (2.47)
